Format Version,1.23,Take Name,Squaretest 2023-02-09 10.56.53 AM_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-02-09 11.15.00.872 A.M.,Capture Start Frame,12964338,Total Frames in Take,4160,Total Exported Frames,4160,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Robot,Robot,Robot,Robot,Robot,Robot
,ID,"9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
198,1.650000,0.006359,0.002116,-0.000637,270.294617,98.206932,239.643585
199,1.658333,0.005766,-0.062230,-0.020365,270.228424,98.209564,239.642044
200,1.666667,0.008610,-0.026617,-0.016562,270.260559,98.212410,239.619431
201,1.675000,-0.056238,-0.069514,-0.021471,270.233856,98.289162,239.585861
202,1.683333,-0.081541,0.031466,-0.070038,270.387543,98.341980,239.635483
203,1.691667,0.006972,-0.035075,-0.005436,270.256897,98.195229,239.664688
204,1.700000,0.005201,-0.031479,-0.012605,270.251587,98.202385,239.667816
205,1.708333,-0.035331,0.004953,-0.045962,270.328400,98.276184,239.625519
206,1.716667,0.005185,-0.033615,-0.008236,270.252411,98.201591,239.662018
207,1.725000,0.134074,-0.050608,-0.147428,270.353363,98.413010,239.688858
208,1.733333,0.001255,-0.032906,-0.007930,270.249542,98.198616,239.661041
209,1.741667,0.004502,-0.034915,-0.009371,270.251434,98.202354,239.666077
210,1.750000,0.002986,0.002701,-0.001761,270.291504,98.211189,239.637314
211,1.758333,0.003141,0.001334,-0.004023,270.291199,98.211143,239.639572
212,1.766667,0.001969,-0.034326,-0.009176,270.255615,98.203278,239.664246
213,1.775000,0.130778,-0.012435,-0.142155,270.385895,98.425179,239.659851
214,1.783333,-0.138952,0.031516,-0.070708,270.398804,98.420944,239.577423
215,1.791667,0.008126,-0.034068,-0.007036,270.254791,98.196487,239.663742
216,1.800000,0.005448,0.003807,-0.001254,270.295990,98.208633,239.639984
217,1.808333,0.006213,-0.034162,-0.015721,270.252899,98.201569,239.666031
218,1.816667,0.131963,-0.013699,-0.141536,270.390259,98.428459,239.661346
219,1.825000,0.006852,0.004068,-0.005461,270.296631,98.213257,239.638077
220,1.833333,0.007534,0.001717,-0.003595,270.291718,98.207230,239.640488
221,1.841667,0.006894,0.003533,-0.002613,270.289032,98.212044,239.643631
222,1.850000,0.007391,-0.033775,-0.010343,270.251862,98.205200,239.662994
223,1.858333,0.002599,-0.034473,-0.006430,270.255798,98.204842,239.658463
224,1.866667,0.006461,0.004008,-0.005560,270.291992,98.209778,239.636154
225,1.875000,0.136457,-0.049018,-0.152879,270.347809,98.416962,239.689560
226,1.883333,-0.059828,-0.040455,-0.079236,270.296753,98.317307,239.641037
227,1.891667,0.005626,0.004644,-0.000747,270.293640,98.205643,239.638489
228,1.900000,-0.055848,-0.035326,-0.005463,270.264709,98.276047,239.606201
229,1.908333,0.006110,-0.026578,-0.012454,270.256744,98.221016,239.613983
230,1.916667,0.005074,0.005145,-0.002816,270.292389,98.214027,239.638977
231,1.925000,0.133919,-0.011652,-0.142447,270.390320,98.425575,239.663116
232,1.933333,0.007176,-0.031756,-0.012343,270.254913,98.204453,239.665375
233,1.941667,0.123952,-0.046968,-0.154667,270.341309,98.418282,239.701141
234,1.950000,-0.056450,-0.038597,-0.012459,270.265045,98.277962,239.612564
235,1.958333,-0.064414,-0.002168,-0.066321,270.334229,98.325691,239.608139
236,1.966667,0.130986,-0.052696,-0.146484,270.354706,98.418549,239.682785
237,1.975000,0.154081,-0.040641,-0.146761,270.352051,98.418419,239.589615
238,1.983333,0.004282,0.001071,-0.003643,270.289825,98.204796,239.645767
239,1.991667,-0.058698,-0.041086,-0.078212,270.300934,98.310799,239.640640
240,2.000000,0.002455,0.002807,-0.002870,270.294373,98.208473,239.638580
241,2.008333,-0.074572,0.000843,-0.075542,270.351837,98.328003,239.658966
242,2.016667,0.136218,-0.049099,-0.155117,270.363983,98.421608,239.641129
243,2.025000,0.004083,0.002593,-0.003914,270.294098,98.204163,239.639008
244,2.033333,-0.057255,0.031587,-0.053575,270.374634,98.298225,239.648834
245,2.041667,0.003072,-0.033831,-0.010119,270.260498,98.201744,239.664001
246,2.050000,0.136019,-0.012075,-0.143453,270.393188,98.416870,239.661514
247,2.058333,0.006261,0.004900,-0.005131,270.296539,98.201881,239.643280
248,2.066667,0.008045,0.005156,-0.002255,270.302246,98.204018,239.633255
249,2.075000,0.008876,-0.061581,-0.028490,270.231293,98.203636,239.639297
250,2.083333,0.006761,0.004027,-0.004574,270.303772,98.200317,239.636887
251,2.091667,-0.075169,0.033238,-0.067951,270.396942,98.340012,239.636276
252,2.100000,-0.075373,-0.001212,-0.074856,270.355499,98.330818,239.661316
253,2.108333,0.009900,-0.027846,-0.019523,270.271118,98.206322,239.619797
254,2.116667,0.006439,-0.033891,-0.011578,270.261932,98.204941,239.662827
255,2.125000,0.133461,-0.049226,-0.146083,270.353149,98.414993,239.686218
256,2.133333,-0.059633,-0.004327,-0.051090,270.331909,98.298920,239.664383
257,2.141667,-0.052375,-0.036291,-0.008772,270.263763,98.276237,239.605850
258,2.150000,0.008105,-0.027118,-0.013974,270.265106,98.207954,239.614746
259,2.158333,0.130756,-0.010591,-0.141433,270.394623,98.426292,239.663330
260,2.166667,0.005292,-0.035446,-0.007694,270.257660,98.200623,239.661591
261,2.175000,0.133343,-0.048939,-0.147598,270.352692,98.416008,239.683411
262,2.183333,0.008875,0.007941,-0.000183,270.293549,98.205070,239.636292
263,2.191667,-0.032833,-0.030793,-0.052588,270.287231,98.271996,239.650467
264,2.200000,0.015314,0.036745,-0.082252,270.372101,98.230011,239.621033
265,2.208333,0.134338,-0.012993,-0.143555,270.392731,98.427032,239.665314
266,2.216667,0.075035,-0.045388,-0.154040,270.370270,98.503204,239.579834
267,2.225000,0.003378,0.003112,0.002247,270.297485,98.205872,239.639328
268,2.233333,0.007079,-0.033230,-0.008983,270.254425,98.205666,239.664719
269,2.241667,0.007228,0.001950,-0.001213,270.295471,98.204666,239.636078
270,2.250000,0.006249,-0.031632,-0.009202,270.255035,98.201126,239.658157
271,2.258333,0.003561,0.003620,-0.006791,270.290131,98.206276,239.634796
272,2.266667,0.002647,-0.034205,-0.004604,270.257233,98.197479,239.663696
273,2.275000,0.005054,0.004186,-0.005197,270.292664,98.206734,239.635681
274,2.283333,-0.049388,-0.000363,-0.003848,270.303406,98.285515,239.583862
275,2.291667,0.008297,-0.034434,-0.014013,270.258820,98.203514,239.665802
276,2.300000,-0.036026,-0.035368,-0.048201,270.287933,98.266655,239.650650
277,2.308333,-0.054648,-0.034097,-0.012613,270.269867,98.281219,239.604919
278,2.316667,-0.054391,-0.001310,-0.072716,270.341064,98.310753,239.610641
279,2.325000,0.006466,-0.033840,-0.007176,270.261841,98.205475,239.667755
280,2.333333,0.006780,0.004076,-0.002034,270.291718,98.204277,239.633850
281,2.341667,-0.051191,-0.067025,-0.020412,270.237396,98.279762,239.585495
282,2.350000,0.067909,-0.018152,-0.193503,270.437408,98.511856,239.696762
283,2.358333,-0.074398,-0.005149,-0.078671,270.356476,98.329185,239.663528
